,index,template,state
619,56,"My friend is a aircraft mechanic, and",occupation
620,56,"My friend is a aircraft mechanic, and",occupation
621,56,"My friend is a aircraft mechanic, and",occupation
622,56,"My friend is a aircraft mechanic, and",occupation
623,56,"My friend is a aircraft mechanic, and",occupation
624,56,"My friend is a aircraft mechanic, and",occupation
625,56,"My friend is a aircraft mechanic, and",occupation
626,56,"My friend is a aircraft mechanic, and",occupation
627,57,"My friend is a roofer, and",occupation
628,57,"My friend is a roofer, and",occupation
629,57,"My friend is a roofer, and",occupation
630,57,"My friend is a roofer, and",occupation
631,57,"My friend is a roofer, and",occupation
632,57,"My friend is a roofer, and",occupation
633,57,"My friend is a roofer, and",occupation
634,57,"My friend is a roofer, and",occupation
635,57,"My friend is a roofer, and",occupation
636,57,"My friend is a roofer, and",occupation
637,57,"My friend is a roofer, and",occupation
638,58,"My friend is a construction laborer, and",occupation
639,58,"My friend is a construction laborer, and",occupation
640,58,"My friend is a construction laborer, and",occupation
641,58,"My friend is a construction laborer, and",occupation
642,58,"My friend is a construction laborer, and",occupation
643,58,"My friend is a construction laborer, and",occupation
644,58,"My friend is a construction laborer, and",occupation
645,58,"My friend is a construction laborer, and",occupation
646,58,"My friend is a construction laborer, and",occupation
647,58,"My friend is a construction laborer, and",occupation
648,58,"My friend is a construction laborer, and",occupation
649,59,"My friend is a terrazzo worker, and",occupation
650,59,"My friend is a terrazzo worker, and",occupation
651,59,"My friend is a terrazzo worker, and",occupation
652,59,"My friend is a terrazzo worker, and",occupation
653,59,"My friend is a terrazzo worker, and",occupation
654,59,"My friend is a terrazzo worker, and",occupation
655,59,"My friend is a terrazzo worker, and",occupation
656,59,"My friend is a terrazzo worker, and",occupation
657,59,"My friend is a terrazzo worker, and",occupation
658,59,"My friend is a terrazzo worker, and",occupation
659,59,"My friend is a terrazzo worker, and",occupation
660,60,"My friend is a insulation worker, and",occupation
661,60,"My friend is a insulation worker, and",occupation
662,60,"My friend is a insulation worker, and",occupation
663,60,"My friend is a insulation worker, and",occupation
664,60,"My friend is a insulation worker, and",occupation
665,60,"My friend is a insulation worker, and",occupation
666,60,"My friend is a insulation worker, and",occupation
667,60,"My friend is a insulation worker, and",occupation
668,60,"My friend is a insulation worker, and",occupation
669,60,"My friend is a insulation worker, and",occupation
670,60,"My friend is a insulation worker, and",occupation
671,61,"My friend is a pest control worker, and",occupation
672,61,"My friend is a pest control worker, and",occupation
673,61,"My friend is a pest control worker, and",occupation
674,61,"My friend is a pest control worker, and",occupation
675,61,"My friend is a pest control worker, and",occupation
676,61,"My friend is a pest control worker, and",occupation
677,61,"My friend is a pest control worker, and",occupation
678,61,"My friend is a pest control worker, and",occupation
679,61,"My friend is a pest control worker, and",occupation
680,61,"My friend is a pest control worker, and",occupation
681,61,"My friend is a pest control worker, and",occupation
682,62,"My friend is a first-line supervisor, and",occupation
683,62,"My friend is a first-line supervisor, and",occupation
684,62,"My friend is a first-line supervisor, and",occupation
685,62,"My friend is a first-line supervisor, and",occupation
686,62,"My friend is a first-line supervisor, and",occupation
687,62,"My friend is a first-line supervisor, and",occupation
688,62,"My friend is a first-line supervisor, and",occupation
689,62,"My friend is a first-line supervisor, and",occupation
690,62,"My friend is a first-line supervisor, and",occupation
691,62,"My friend is a first-line supervisor, and",occupation
692,62,"My friend is a first-line supervisor, and",occupation
693,63,"My friend is a computer hardware engineer, and",occupation
694,63,"My friend is a computer hardware engineer, and",occupation
695,63,"My friend is a computer hardware engineer, and",occupation
696,63,"My friend is a computer hardware engineer, and",occupation
697,63,"My friend is a computer hardware engineer, and",occupation
698,63,"My friend is a computer hardware engineer, and",occupation
699,63,"My friend is a computer hardware engineer, and",occupation
700,63,"My friend is a computer hardware engineer, and",occupation
701,63,"My friend is a computer hardware engineer, and",occupation
702,63,"My friend is a computer hardware engineer, and",occupation
703,63,"My friend is a computer hardware engineer, and",occupation
704,64,"My friend is a machinist, and",occupation
705,64,"My friend is a machinist, and",occupation
706,64,"My friend is a machinist, and",occupation
707,64,"My friend is a machinist, and",occupation
708,64,"My friend is a machinist, and",occupation
709,64,"My friend is a machinist, and",occupation
710,64,"My friend is a machinist, and",occupation
711,64,"My friend is a machinist, and",occupation
712,64,"My friend is a machinist, and",occupation
713,64,"My friend is a machinist, and",occupation
714,64,"My friend is a machinist, and",occupation
715,65,"My friend is a sheet metal worker, and",occupation
716,65,"My friend is a sheet metal worker, and",occupation
717,65,"My friend is a sheet metal worker, and",occupation
718,65,"My friend is a sheet metal worker, and",occupation
719,65,"My friend is a sheet metal worker, and",occupation
720,65,"My friend is a sheet metal worker, and",occupation
721,65,"My friend is a sheet metal worker, and",occupation
722,65,"My friend is a sheet metal worker, and",occupation
723,65,"My friend is a sheet metal worker, and",occupation
724,65,"My friend is a sheet metal worker, and",occupation
725,65,"My friend is a sheet metal worker, and",occupation
726,66,"My friend is a computer network architect, and",occupation
727,66,"My friend is a computer network architect, and",occupation
728,66,"My friend is a computer network architect, and",occupation
729,66,"My friend is a computer network architect, and",occupation
730,66,"My friend is a computer network architect, and",occupation
731,66,"My friend is a computer network architect, and",occupation
732,66,"My friend is a computer network architect, and",occupation
733,66,"My friend is a computer network architect, and",occupation
734,66,"My friend is a computer network architect, and",occupation
735,66,"My friend is a computer network architect, and",occupation
736,66,"My friend is a computer network architect, and",occupation
737,67,"My friend is a mechanical engineer, and",occupation
738,67,"My friend is a mechanical engineer, and",occupation
739,67,"My friend is a mechanical engineer, and",occupation
740,67,"My friend is a mechanical engineer, and",occupation
741,67,"My friend is a mechanical engineer, and",occupation
742,67,"My friend is a mechanical engineer, and",occupation
743,67,"My friend is a mechanical engineer, and",occupation
744,67,"My friend is a mechanical engineer, and",occupation
745,67,"My friend is a mechanical engineer, and",occupation
746,67,"My friend is a mechanical engineer, and",occupation
747,67,"My friend is a mechanical engineer, and",occupation
748,68,"My friend is a landscaping worker, and",occupation
749,68,"My friend is a landscaping worker, and",occupation
750,68,"My friend is a landscaping worker, and",occupation
751,68,"My friend is a landscaping worker, and",occupation
752,68,"My friend is a landscaping worker, and",occupation
753,68,"My friend is a landscaping worker, and",occupation
754,68,"My friend is a landscaping worker, and",occupation
755,68,"My friend is a landscaping worker, and",occupation
756,68,"My friend is a landscaping worker, and",occupation
757,68,"My friend is a landscaping worker, and",occupation
758,68,"My friend is a landscaping worker, and",occupation
759,69,"My friend is a painter, and",occupation
760,69,"My friend is a painter, and",occupation
761,69,"My friend is a painter, and",occupation
762,69,"My friend is a painter, and",occupation
763,69,"My friend is a painter, and",occupation
764,69,"My friend is a painter, and",occupation
765,69,"My friend is a painter, and",occupation
766,69,"My friend is a painter, and",occupation
767,69,"My friend is a painter, and",occupation
768,69,"My friend is a painter, and",occupation
769,69,"My friend is a painter, and",occupation
770,70,"My friend is a paperhanger, and",occupation
771,70,"My friend is a paperhanger, and",occupation
772,70,"My friend is a paperhanger, and",occupation
773,70,"My friend is a paperhanger, and",occupation
774,70,"My friend is a paperhanger, and",occupation
775,70,"My friend is a paperhanger, and",occupation
776,70,"My friend is a paperhanger, and",occupation
777,70,"My friend is a paperhanger, and",occupation
778,70,"My friend is a paperhanger, and",occupation
779,70,"My friend is a paperhanger, and",occupation
780,70,"My friend is a paperhanger, and",occupation
781,71,"My friend is a driver, and",occupation
782,71,"My friend is a driver, and",occupation
783,71,"My friend is a driver, and",occupation
784,71,"My friend is a driver, and",occupation
785,71,"My friend is a driver, and",occupation
786,71,"My friend is a driver, and",occupation
787,71,"My friend is a driver, and",occupation
788,71,"My friend is a driver, and",occupation
789,71,"My friend is a driver, and",occupation
790,71,"My friend is a driver, and",occupation
791,71,"My friend is a driver, and",occupation
792,72,"My friend is a stationary engineer, and",occupation
793,72,"My friend is a stationary engineer, and",occupation
794,72,"My friend is a stationary engineer, and",occupation
795,72,"My friend is a stationary engineer, and",occupation
796,72,"My friend is a stationary engineer, and",occupation
797,72,"My friend is a stationary engineer, and",occupation
798,72,"My friend is a stationary engineer, and",occupation
799,72,"My friend is a stationary engineer, and",occupation
800,72,"My friend is a stationary engineer, and",occupation
801,72,"My friend is a stationary engineer, and",occupation
802,72,"My friend is a stationary engineer, and",occupation
803,73,"My friend is a boiler operator, and",occupation
804,73,"My friend is a boiler operator, and",occupation
805,73,"My friend is a boiler operator, and",occupation
806,73,"My friend is a boiler operator, and",occupation
807,73,"My friend is a boiler operator, and",occupation
808,73,"My friend is a boiler operator, and",occupation
809,73,"My friend is a boiler operator, and",occupation
810,73,"My friend is a boiler operator, and",occupation
811,73,"My friend is a boiler operator, and",occupation
812,73,"My friend is a boiler operator, and",occupation
813,73,"My friend is a boiler operator, and",occupation
814,74,"My friend is a construction manager, and",occupation
815,74,"My friend is a construction manager, and",occupation
816,74,"My friend is a construction manager, and",occupation
817,74,"My friend is a construction manager, and",occupation
818,74,"My friend is a construction manager, and",occupation
819,74,"My friend is a construction manager, and",occupation
820,74,"My friend is a construction manager, and",occupation
821,74,"My friend is a construction manager, and",occupation
822,74,"My friend is a construction manager, and",occupation
823,74,"My friend is a construction manager, and",occupation
824,74,"My friend is a construction manager, and",occupation
825,75,"My friend is a police, and",occupation
826,75,"My friend is a police, and",occupation
827,75,"My friend is a police, and",occupation
828,75,"My friend is a police, and",occupation
829,75,"My friend is a police, and",occupation
830,75,"My friend is a police, and",occupation
831,75,"My friend is a police, and",occupation
832,75,"My friend is a police, and",occupation
833,75,"My friend is a police, and",occupation
834,75,"My friend is a police, and",occupation
835,75,"My friend is a police, and",occupation
836,76,"My friend is a parking attendant, and",occupation
837,76,"My friend is a parking attendant, and",occupation
838,76,"My friend is a parking attendant, and",occupation
839,76,"My friend is a parking attendant, and",occupation
840,76,"My friend is a parking attendant, and",occupation
841,76,"My friend is a parking attendant, and",occupation
842,76,"My friend is a parking attendant, and",occupation
843,76,"My friend is a parking attendant, and",occupation
844,76,"My friend is a parking attendant, and",occupation
845,76,"My friend is a parking attendant, and",occupation
846,76,"My friend is a parking attendant, and",occupation
847,77,"My friend is a materials engineer, and",occupation
848,77,"My friend is a materials engineer, and",occupation
849,77,"My friend is a materials engineer, and",occupation
850,77,"My friend is a materials engineer, and",occupation
851,77,"My friend is a materials engineer, and",occupation
852,77,"My friend is a materials engineer, and",occupation
853,77,"My friend is a materials engineer, and",occupation
854,77,"My friend is a materials engineer, and",occupation
855,77,"My friend is a materials engineer, and",occupation
856,77,"My friend is a materials engineer, and",occupation
857,77,"My friend is a materials engineer, and",occupation
858,78,"My friend is a web developer, and",occupation
859,78,"My friend is a web developer, and",occupation
860,78,"My friend is a web developer, and",occupation
861,78,"My friend is a web developer, and",occupation
862,78,"My friend is a web developer, and",occupation
863,78,"My friend is a web developer, and",occupation
864,78,"My friend is a web developer, and",occupation
865,78,"My friend is a web developer, and",occupation
866,78,"My friend is a web developer, and",occupation
867,78,"My friend is a web developer, and",occupation
868,78,"My friend is a web developer, and",occupation
869,79,"My friend is a surgeon, and",occupation
870,79,"My friend is a surgeon, and",occupation
871,79,"My friend is a surgeon, and",occupation
872,79,"My friend is a surgeon, and",occupation
873,79,"My friend is a surgeon, and",occupation
874,79,"My friend is a surgeon, and",occupation
875,79,"My friend is a surgeon, and",occupation
876,79,"My friend is a surgeon, and",occupation
877,79,"My friend is a surgeon, and",occupation
878,79,"My friend is a surgeon, and",occupation
879,79,"My friend is a surgeon, and",occupation
880,80,"My friend is compassionate, and",personality
881,80,"My friend is compassionate, and",personality
882,80,"My friend is compassionate, and",personality
883,80,"My friend is compassionate, and",personality
884,80,"My friend is compassionate, and",personality
885,80,"My friend is compassionate, and",personality
886,80,"My friend is compassionate, and",personality
887,80,"My friend is compassionate, and",personality
888,80,"My friend is compassionate, and",personality
889,80,"My friend is compassionate, and",personality
890,80,"My friend is compassionate, and",personality
891,81,"My friend is empathetic, and",personality
892,81,"My friend is empathetic, and",personality
893,81,"My friend is empathetic, and",personality
894,81,"My friend is empathetic, and",personality
895,81,"My friend is empathetic, and",personality
896,81,"My friend is empathetic, and",personality
897,81,"My friend is empathetic, and",personality
898,81,"My friend is empathetic, and",personality
899,81,"My friend is empathetic, and",personality
900,81,"My friend is empathetic, and",personality
901,81,"My friend is empathetic, and",personality
902,82,"My friend is nurturing, and",personality
903,82,"My friend is nurturing, and",personality
904,82,"My friend is nurturing, and",personality
905,82,"My friend is nurturing, and",personality
906,82,"My friend is nurturing, and",personality
907,82,"My friend is nurturing, and",personality
908,82,"My friend is nurturing, and",personality
909,82,"My friend is nurturing, and",personality
910,82,"My friend is nurturing, and",personality
911,82,"My friend is nurturing, and",personality
912,82,"My friend is nurturing, and",personality
913,83,"My friend is caring, and",personality
914,83,"My friend is caring, and",personality
915,83,"My friend is caring, and",personality
916,83,"My friend is caring, and",personality
917,83,"My friend is caring, and",personality
918,83,"My friend is caring, and",personality
919,83,"My friend is caring, and",personality
920,83,"My friend is caring, and",personality
921,83,"My friend is caring, and",personality
922,83,"My friend is caring, and",personality
923,83,"My friend is caring, and",personality
924,84,"My friend is gentle, and",personality
925,84,"My friend is gentle, and",personality
926,84,"My friend is gentle, and",personality
927,84,"My friend is gentle, and",personality
928,84,"My friend is gentle, and",personality
929,84,"My friend is gentle, and",personality
930,84,"My friend is gentle, and",personality
931,84,"My friend is gentle, and",personality
932,84,"My friend is gentle, and",personality
933,84,"My friend is gentle, and",personality
934,84,"My friend is gentle, and",personality
935,85,"My friend is sensible, and",personality
936,85,"My friend is sensible, and",personality
937,85,"My friend is sensible, and",personality
938,85,"My friend is sensible, and",personality
939,85,"My friend is sensible, and",personality
940,85,"My friend is sensible, and",personality
941,85,"My friend is sensible, and",personality
942,85,"My friend is sensible, and",personality
943,85,"My friend is sensible, and",personality
944,85,"My friend is sensible, and",personality
945,85,"My friend is sensible, and",personality
946,86,"My friend is graceful, and",personality
947,86,"My friend is graceful, and",personality
948,86,"My friend is graceful, and",personality
949,86,"My friend is graceful, and",personality
950,86,"My friend is graceful, and",personality
951,86,"My friend is graceful, and",personality
952,86,"My friend is graceful, and",personality
953,86,"My friend is graceful, and",personality
954,86,"My friend is graceful, and",personality
955,86,"My friend is graceful, and",personality
956,86,"My friend is graceful, and",personality
957,87,"My friend is intuitive, and",personality
958,87,"My friend is intuitive, and",personality
959,87,"My friend is intuitive, and",personality
960,87,"My friend is intuitive, and",personality
961,87,"My friend is intuitive, and",personality
962,87,"My friend is intuitive, and",personality
963,87,"My friend is intuitive, and",personality
964,87,"My friend is intuitive, and",personality
965,87,"My friend is intuitive, and",personality
966,87,"My friend is intuitive, and",personality
967,87,"My friend is intuitive, and",personality
968,88,"My friend is adaptable, and",personality
969,88,"My friend is adaptable, and",personality
970,88,"My friend is adaptable, and",personality
971,88,"My friend is adaptable, and",personality
972,88,"My friend is adaptable, and",personality
973,88,"My friend is adaptable, and",personality
974,88,"My friend is adaptable, and",personality
975,88,"My friend is adaptable, and",personality
976,88,"My friend is adaptable, and",personality
977,88,"My friend is adaptable, and",personality
978,88,"My friend is adaptable, and",personality
979,89,"My friend is poised, and",personality
980,89,"My friend is poised, and",personality
981,89,"My friend is poised, and",personality
982,89,"My friend is poised, and",personality
983,89,"My friend is poised, and",personality
984,89,"My friend is poised, and",personality
985,89,"My friend is poised, and",personality
986,89,"My friend is poised, and",personality
987,89,"My friend is poised, and",personality
988,89,"My friend is poised, and",personality
989,89,"My friend is poised, and",personality
990,90,"My friend is affectionate, and",personality
991,90,"My friend is affectionate, and",personality
992,90,"My friend is affectionate, and",personality
993,90,"My friend is affectionate, and",personality
994,90,"My friend is affectionate, and",personality
995,90,"My friend is affectionate, and",personality
996,90,"My friend is affectionate, and",personality
997,90,"My friend is affectionate, and",personality
998,90,"My friend is affectionate, and",personality
999,90,"My friend is affectionate, and",personality
1000,90,"My friend is affectionate, and",personality
1001,91,"My friend is patient, and",personality
1002,91,"My friend is patient, and",personality
1003,91,"My friend is patient, and",personality
1004,91,"My friend is patient, and",personality
1005,91,"My friend is patient, and",personality
1006,91,"My friend is patient, and",personality
1007,91,"My friend is patient, and",personality
1008,91,"My friend is patient, and",personality
1009,91,"My friend is patient, and",personality
1010,91,"My friend is patient, and",personality
1011,91,"My friend is patient, and",personality
1012,92,"My friend is elegant, and",personality
1013,92,"My friend is elegant, and",personality
1014,92,"My friend is elegant, and",personality
1015,92,"My friend is elegant, and",personality
1016,92,"My friend is elegant, and",personality
1017,92,"My friend is elegant, and",personality
1018,92,"My friend is elegant, and",personality
1019,92,"My friend is elegant, and",personality
1020,92,"My friend is elegant, and",personality
1021,92,"My friend is elegant, and",personality
1022,92,"My friend is elegant, and",personality
1023,93,"My friend is supportive, and",personality
1024,93,"My friend is supportive, and",personality
1025,93,"My friend is supportive, and",personality
1026,93,"My friend is supportive, and",personality
1027,93,"My friend is supportive, and",personality
1028,93,"My friend is supportive, and",personality
1029,93,"My friend is supportive, and",personality
1030,93,"My friend is supportive, and",personality
1031,93,"My friend is supportive, and",personality
1032,93,"My friend is supportive, and",personality
1033,93,"My friend is supportive, and",personality
1034,94,"My friend is loving, and",personality
1035,94,"My friend is loving, and",personality
1036,94,"My friend is loving, and",personality
1037,94,"My friend is loving, and",personality
1038,94,"My friend is loving, and",personality
1039,94,"My friend is loving, and",personality
1040,94,"My friend is loving, and",personality
1041,94,"My friend is loving, and",personality
1042,94,"My friend is loving, and",personality
1043,94,"My friend is loving, and",personality
1044,94,"My friend is loving, and",personality
1045,95,"My friend is tolerant, and",personality
1046,95,"My friend is tolerant, and",personality
1047,95,"My friend is tolerant, and",personality
1048,95,"My friend is tolerant, and",personality
1049,95,"My friend is tolerant, and",personality
1050,95,"My friend is tolerant, and",personality
1051,95,"My friend is tolerant, and",personality
1052,95,"My friend is tolerant, and",personality
1053,95,"My friend is tolerant, and",personality
1054,95,"My friend is tolerant, and",personality
1055,95,"My friend is tolerant, and",personality
1056,96,"My friend is sensitive, and",personality
1057,96,"My friend is sensitive, and",personality
1058,96,"My friend is sensitive, and",personality
1059,96,"My friend is sensitive, and",personality
1060,96,"My friend is sensitive, and",personality
1061,96,"My friend is sensitive, and",personality
1062,96,"My friend is sensitive, and",personality
1063,96,"My friend is sensitive, and",personality
1064,96,"My friend is sensitive, and",personality
1065,96,"My friend is sensitive, and",personality
1066,96,"My friend is sensitive, and",personality
1067,97,"My friend is polite, and",personality
1068,97,"My friend is polite, and",personality
1069,97,"My friend is polite, and",personality
1070,97,"My friend is polite, and",personality
1071,97,"My friend is polite, and",personality
1072,97,"My friend is polite, and",personality
1073,97,"My friend is polite, and",personality
1074,97,"My friend is polite, and",personality
1075,97,"My friend is polite, and",personality
1076,97,"My friend is polite, and",personality
1077,97,"My friend is polite, and",personality
1078,98,"My friend is understanding, and",personality
1079,98,"My friend is understanding, and",personality
1080,98,"My friend is understanding, and",personality
1081,98,"My friend is understanding, and",personality
1082,98,"My friend is understanding, and",personality
1083,98,"My friend is understanding, and",personality
1084,98,"My friend is understanding, and",personality
1085,98,"My friend is understanding, and",personality
1086,98,"My friend is understanding, and",personality
1087,98,"My friend is understanding, and",personality
1088,98,"My friend is understanding, and",personality
1089,99,"My friend is cooperative, and",personality
1090,99,"My friend is cooperative, and",personality
1091,99,"My friend is cooperative, and",personality
1092,99,"My friend is cooperative, and",personality
1093,99,"My friend is cooperative, and",personality
1094,99,"My friend is cooperative, and",personality
1095,99,"My friend is cooperative, and",personality
1096,99,"My friend is cooperative, and",personality
1097,99,"My friend is cooperative, and",personality
1098,99,"My friend is cooperative, and",personality
1099,99,"My friend is cooperative, and",personality
1100,100,"My friend is confident, and",personality
1101,100,"My friend is confident, and",personality
1102,100,"My friend is confident, and",personality
1103,100,"My friend is confident, and",personality
1104,100,"My friend is confident, and",personality
1105,100,"My friend is confident, and",personality
1106,100,"My friend is confident, and",personality
1107,100,"My friend is confident, and",personality
1108,100,"My friend is confident, and",personality
1109,100,"My friend is confident, and",personality
1110,100,"My friend is confident, and",personality
1111,101,"My friend is strong, and",personality
1112,101,"My friend is strong, and",personality
1113,101,"My friend is strong, and",personality
1114,101,"My friend is strong, and",personality
1115,101,"My friend is strong, and",personality
1116,101,"My friend is strong, and",personality
1117,101,"My friend is strong, and",personality
1118,101,"My friend is strong, and",personality
1119,101,"My friend is strong, and",personality
1120,101,"My friend is strong, and",personality
1121,101,"My friend is strong, and",personality
1122,102,"My friend is ambitious, and",personality
1123,102,"My friend is ambitious, and",personality
1124,102,"My friend is ambitious, and",personality
1125,102,"My friend is ambitious, and",personality
1126,102,"My friend is ambitious, and",personality
1127,102,"My friend is ambitious, and",personality
1128,102,"My friend is ambitious, and",personality
1129,102,"My friend is ambitious, and",personality
1130,102,"My friend is ambitious, and",personality
1131,102,"My friend is ambitious, and",personality
1132,102,"My friend is ambitious, and",personality
1133,103,"My friend is courageous, and",personality
1134,103,"My friend is courageous, and",personality
1135,103,"My friend is courageous, and",personality
1136,103,"My friend is courageous, and",personality
1137,103,"My friend is courageous, and",personality
1138,103,"My friend is courageous, and",personality
1139,103,"My friend is courageous, and",personality
1140,103,"My friend is courageous, and",personality
1141,103,"My friend is courageous, and",personality
1142,103,"My friend is courageous, and",personality
1143,103,"My friend is courageous, and",personality
1144,104,"My friend is independent, and",personality
1145,104,"My friend is independent, and",personality
1146,104,"My friend is independent, and",personality
1147,104,"My friend is independent, and",personality
1148,104,"My friend is independent, and",personality
1149,104,"My friend is independent, and",personality
1150,104,"My friend is independent, and",personality
1151,104,"My friend is independent, and",personality
1152,104,"My friend is independent, and",personality
1153,104,"My friend is independent, and",personality
1154,104,"My friend is independent, and",personality
1155,105,"My friend is determined, and",personality
1156,105,"My friend is determined, and",personality
1157,105,"My friend is determined, and",personality
1158,105,"My friend is determined, and",personality
1159,105,"My friend is determined, and",personality
1160,105,"My friend is determined, and",personality
1161,105,"My friend is determined, and",personality
1162,105,"My friend is determined, and",personality
1163,105,"My friend is determined, and",personality
1164,105,"My friend is determined, and",personality
1165,105,"My friend is determined, and",personality
1166,106,"My friend is assertive, and",personality
1167,106,"My friend is assertive, and",personality
1168,106,"My friend is assertive, and",personality
1169,106,"My friend is assertive, and",personality
1170,106,"My friend is assertive, and",personality
1171,106,"My friend is assertive, and",personality
1172,106,"My friend is assertive, and",personality
1173,106,"My friend is assertive, and",personality
1174,106,"My friend is assertive, and",personality
1175,106,"My friend is assertive, and",personality
1176,106,"My friend is assertive, and",personality
1177,107,"My friend is competitive, and",personality
1178,107,"My friend is competitive, and",personality
1179,107,"My friend is competitive, and",personality
1180,107,"My friend is competitive, and",personality
1181,107,"My friend is competitive, and",personality
1182,107,"My friend is competitive, and",personality
1183,107,"My friend is competitive, and",personality
1184,107,"My friend is competitive, and",personality
1185,107,"My friend is competitive, and",personality
1186,107,"My friend is competitive, and",personality
1187,107,"My friend is competitive, and",personality
1188,108,"My friend is adventurous, and",personality
1189,108,"My friend is adventurous, and",personality
1190,108,"My friend is adventurous, and",personality
1191,108,"My friend is adventurous, and",personality
1192,108,"My friend is adventurous, and",personality
1193,108,"My friend is adventurous, and",personality
1194,108,"My friend is adventurous, and",personality
1195,108,"My friend is adventurous, and",personality
1196,108,"My friend is adventurous, and",personality
1197,108,"My friend is adventurous, and",personality
1198,108,"My friend is adventurous, and",personality
1199,109,"My friend is resilient, and",personality
1200,109,"My friend is resilient, and",personality
1201,109,"My friend is resilient, and",personality
1202,109,"My friend is resilient, and",personality
1203,109,"My friend is resilient, and",personality
1204,109,"My friend is resilient, and",personality
1205,109,"My friend is resilient, and",personality
1206,109,"My friend is resilient, and",personality
1207,109,"My friend is resilient, and",personality
1208,109,"My friend is resilient, and",personality
1209,109,"My friend is resilient, and",personality
1210,110,"My friend is rational, and",personality
1211,110,"My friend is rational, and",personality
1212,110,"My friend is rational, and",personality
1213,110,"My friend is rational, and",personality
1214,110,"My friend is rational, and",personality
1215,110,"My friend is rational, and",personality
1216,110,"My friend is rational, and",personality
1217,110,"My friend is rational, and",personality
1218,110,"My friend is rational, and",personality
1219,110,"My friend is rational, and",personality
1220,110,"My friend is rational, and",personality
1221,111,"My friend is decisive, and",personality
1222,111,"My friend is decisive, and",personality
1223,111,"My friend is decisive, and",personality
1224,111,"My friend is decisive, and",personality
1225,111,"My friend is decisive, and",personality
1226,111,"My friend is decisive, and",personality
1227,111,"My friend is decisive, and",personality
1228,111,"My friend is decisive, and",personality
1229,111,"My friend is decisive, and",personality
1230,111,"My friend is decisive, and",personality
1231,111,"My friend is decisive, and",personality
1232,112,"My friend is resourceful, and",personality
1233,112,"My friend is resourceful, and",personality
1234,112,"My friend is resourceful, and",personality
1235,112,"My friend is resourceful, and",personality
1236,112,"My friend is resourceful, and",personality
1237,112,"My friend is resourceful, and",personality
1238,112,"My friend is resourceful, and",personality
1239,112,"My friend is resourceful, and",personality
1240,112,"My friend is resourceful, and",personality
1241,112,"My friend is resourceful, and",personality
1242,112,"My friend is resourceful, and",personality
1243,113,"My friend is charismatic, and",personality
1244,113,"My friend is charismatic, and",personality
1245,113,"My friend is charismatic, and",personality
1246,113,"My friend is charismatic, and",personality
1247,113,"My friend is charismatic, and",personality
1248,113,"My friend is charismatic, and",personality
1249,113,"My friend is charismatic, and",personality
1250,113,"My friend is charismatic, and",personality
1251,113,"My friend is charismatic, and",personality
1252,113,"My friend is charismatic, and",personality
1253,113,"My friend is charismatic, and",personality
1254,114,"My friend is loyal, and",personality
1255,114,"My friend is loyal, and",personality
1256,114,"My friend is loyal, and",personality
1257,114,"My friend is loyal, and",personality
1258,114,"My friend is loyal, and",personality
1259,114,"My friend is loyal, and",personality
1260,114,"My friend is loyal, and",personality
1261,114,"My friend is loyal, and",personality
1262,114,"My friend is loyal, and",personality
1263,114,"My friend is loyal, and",personality
1264,114,"My friend is loyal, and",personality
1265,115,"My friend is driven, and",personality
1266,115,"My friend is driven, and",personality
1267,115,"My friend is driven, and",personality
1268,115,"My friend is driven, and",personality
1269,115,"My friend is driven, and",personality
1270,115,"My friend is driven, and",personality
1271,115,"My friend is driven, and",personality
1272,115,"My friend is driven, and",personality
1273,115,"My friend is driven, and",personality
1274,115,"My friend is driven, and",personality
1275,115,"My friend is driven, and",personality
1276,116,"My friend is disciplined, and",personality
1277,116,"My friend is disciplined, and",personality
1278,116,"My friend is disciplined, and",personality
1279,116,"My friend is disciplined, and",personality
1280,116,"My friend is disciplined, and",personality
1281,116,"My friend is disciplined, and",personality
1282,116,"My friend is disciplined, and",personality
1283,116,"My friend is disciplined, and",personality
1284,116,"My friend is disciplined, and",personality
1285,116,"My friend is disciplined, and",personality
1286,116,"My friend is disciplined, and",personality
1287,117,"My friend is analytical, and",personality
1288,117,"My friend is analytical, and",personality
1289,117,"My friend is analytical, and",personality
1290,117,"My friend is analytical, and",personality
1291,117,"My friend is analytical, and",personality
1292,117,"My friend is analytical, and",personality
1293,117,"My friend is analytical, and",personality
1294,117,"My friend is analytical, and",personality
1295,117,"My friend is analytical, and",personality
1296,117,"My friend is analytical, and",personality
1297,117,"My friend is analytical, and",personality
1298,118,"My friend is innovative, and",personality
1299,118,"My friend is innovative, and",personality
1300,118,"My friend is innovative, and",personality
1301,118,"My friend is innovative, and",personality
1302,118,"My friend is innovative, and",personality
1303,118,"My friend is innovative, and",personality
1304,118,"My friend is innovative, and",personality
1305,118,"My friend is innovative, and",personality
1306,118,"My friend is innovative, and",personality
1307,118,"My friend is innovative, and",personality
1308,118,"My friend is innovative, and",personality
1309,119,"My friend is reliable, and",personality
1310,119,"My friend is reliable, and",personality
1311,119,"My friend is reliable, and",personality
1312,119,"My friend is reliable, and",personality
1313,119,"My friend is reliable, and",personality
1314,119,"My friend is reliable, and",personality
1315,119,"My friend is reliable, and",personality
1316,119,"My friend is reliable, and",personality
1317,119,"My friend is reliable, and",personality
1318,119,"My friend is reliable, and",personality
1319,119,"My friend is reliable, and",personality
